Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,exclusion_reason,reactant1_code,reactant2_code
3587,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",KOH,2.5,THF,35.49,5383842.5,outside_monodentate_ligand_scope,,
3588,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",KOH,2.5,THF,17.31,2774563.75,outside_monodentate_ligand_scope,,
3589,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,THF,20.41,2668778.25,outside_monodentate_ligand_scope,,
3597,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",LiOtBu,2.5,THF,32.22,7267641.0,outside_monodentate_ligand_scope,,
3599,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",LiOtBu,2.5,THF,25.78,4367495.5,outside_monodentate_ligand_scope,,
3600,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",LiOtBu,2.5,THF,16.57,3378872.75,outside_monodentate_ligand_scope,,
3601,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,THF,24.81,4060316.25,outside_monodentate_ligand_scope,,
3609,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaHCO3,2.5,THF,29.91,6438732.0,outside_monodentate_ligand_scope,,
3611,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaHCO3,2.5,THF,31.15,4817822.5,outside_monodentate_ligand_scope,,
3612,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaHCO3,2.5,THF,16.49,2042226.38,outside_monodentate_ligand_scope,,
3613,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,Et3N,2.5,THF,22.52,4025866.25,outside_monodentate_ligand_scope,,
3621,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",Et3N,2.5,THF,35.31,7126157.0,outside_monodentate_ligand_scope,,
3623,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",Et3N,2.5,THF,34.84,5820579.0,outside_monodentate_ligand_scope,,
3624,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",Et3N,2.5,THF,20.98,4551021.0,outside_monodentate_ligand_scope,,
3625,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,CsF,2.5,THF,22.82,3371207.0,outside_monodentate_ligand_scope,,
3633,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",CsF,2.5,THF,41.06,7818840.5,outside_monodentate_ligand_scope,,
3635,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",CsF,2.5,THF,39.87,5553420.5,outside_monodentate_ligand_scope,,
3636,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",CsF,2.5,THF,23.33,4963555.5,outside_monodentate_ligand_scope,,
3637,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,K3PO4,2.5,THF,21.24,2908217.5,outside_monodentate_ligand_scope,,
3645,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",K3PO4,2.5,THF,37.84,8784306.0,outside_monodentate_ligand_scope,,
3647,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",K3PO4,2.5,THF,38.71,5915495.5,outside_monodentate_ligand_scope,,
3648,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",K3PO4,2.5,THF,22.2,3366368.75,outside_monodentate_ligand_scope,,
3649,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,None,2.5,DMF,14.91,51438.78,outside_monodentate_ligand_scope,,
3657,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",None,2.5,DMF,23.06,351207.0,outside_monodentate_ligand_scope,,
3659,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",None,2.5,DMF,23.38,465341.09,outside_monodentate_ligand_scope,,
3660,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",None,2.5,DMF,14.56,201860.94,outside_monodentate_ligand_scope,,
3661,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,NaOH,2.5,DMF,23.67,75423.16,outside_monodentate_ligand_scope,,
3669,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaOH,2.5,DMF,27.32,108291.88,outside_monodentate_ligand_scope,,
3671,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaOH,2.5,DMF,29.42,25437.43,outside_monodentate_ligand_scope,,
3672,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaOH,2.5,DMF,17.91,86959.98,outside_monodentate_ligand_scope,,
3673,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,KOH,2.5,DMF,15.31,121623.88,outside_monodentate_ligand_scope,,
3681,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",KOH,2.5,DMF,22.4,230705.77,outside_monodentate_ligand_scope,,
3683,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",KOH,2.5,DMF,19.72,116347.63,outside_monodentate_ligand_scope,,
3684,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",KOH,2.5,DMF,17.54,120605.3,outside_monodentate_ligand_scope,,
3685,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,DMF,14.57,74386.8,outside_monodentate_ligand_scope,,
3693,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",LiOtBu,2.5,DMF,15.64,226164.44,outside_monodentate_ligand_scope,,
3695,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",LiOtBu,2.5,DMF,18.03,80562.91,outside_monodentate_ligand_scope,,
3696,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",LiOtBu,2.5,DMF,11.82,181884.94,outside_monodentate_ligand_scope,,
3697,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,DMF,15.25,108132.45,outside_monodentate_ligand_scope,,
3705,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaHCO3,2.5,DMF,15.49,250104.59,outside_monodentate_ligand_scope,,
3707,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaHCO3,2.5,DMF,19.36,151136.56,outside_monodentate_ligand_scope,,
3708,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaHCO3,2.5,DMF,14.81,76505.49,outside_monodentate_ligand_scope,,
3709,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,Et3N,2.5,DMF,17.83,79696.59,outside_monodentate_ligand_scope,,
3717,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",Et3N,2.5,DMF,16.3,152142.22,outside_monodentate_ligand_scope,,
3719,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",Et3N,2.5,DMF,17.46,248073.16,outside_monodentate_ligand_scope,,
3720,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",Et3N,2.5,DMF,15.43,62566.59,outside_monodentate_ligand_scope,,
3721,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,CsF,2.5,DMF,14.36,123303.77,outside_monodentate_ligand_scope,,
3729,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",CsF,2.5,DMF,27.95,206308.2,outside_monodentate_ligand_scope,,
3731,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",CsF,2.5,DMF,19.51,229772.31,outside_monodentate_ligand_scope,,
3732,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",CsF,2.5,DMF,16.33,113072.36,outside_monodentate_ligand_scope,,
3733,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,K3PO4,2.5,DMF,14.1,82555.3,outside_monodentate_ligand_scope,,
3741,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",K3PO4,2.5,DMF,34.37,81873.73,outside_monodentate_ligand_scope,,
3743,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",K3PO4,2.5,DMF,39.42,74434.66,outside_monodentate_ligand_scope,,
3744,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",K3PO4,2.5,DMF,14.27,54772.71,outside_monodentate_ligand_scope,,
3745,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,None,2.5,MeOH,28.5,1438479.88,outside_monodentate_ligand_scope,,
3753,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",None,2.5,MeOH,27.26,4046197.75,outside_monodentate_ligand_scope,,
3755,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",None,2.5,MeOH,37.18,5295618.0,outside_monodentate_ligand_scope,,
3756,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",None,2.5,MeOH,19.56,3500275.5,outside_monodentate_ligand_scope,,
3757,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,NaOH,2.5,MeOH,54.68,10148716.0,outside_monodentate_ligand_scope,,
3765,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaOH,2.5,MeOH,53.28,7753565.0,outside_monodentate_ligand_scope,,
3767,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaOH,2.5,MeOH,70.0,14520059.0,outside_monodentate_ligand_scope,,
3768,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaOH,2.5,MeOH,48.05,8859799.0,outside_monodentate_ligand_scope,,
3769,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,KOH,2.5,MeOH,55.55,9642739.0,outside_monodentate_ligand_scope,,
3777,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",KOH,2.5,MeOH,57.35,9509777.0,outside_monodentate_ligand_scope,,
3779,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",KOH,2.5,MeOH,63.88,12915471.0,outside_monodentate_ligand_scope,,
3780,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",KOH,2.5,MeOH,49.94,13302029.0,outside_monodentate_ligand_scope,,
3781,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeOH,62.33,11843771.0,outside_monodentate_ligand_scope,,
3789,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",LiOtBu,2.5,MeOH,54.22,9133354.0,outside_monodentate_ligand_scope,,
3791,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",LiOtBu,2.5,MeOH,76.73,15325619.0,outside_monodentate_ligand_scope,,
3792,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",LiOtBu,2.5,MeOH,62.38,16215766.0,outside_monodentate_ligand_scope,,
3793,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,MeOH,65.84,11453578.0,outside_monodentate_ligand_scope,,
3801,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaHCO3,2.5,MeOH,57.51,8727041.0,outside_monodentate_ligand_scope,,
3803,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaHCO3,2.5,MeOH,76.0,14064337.0,outside_monodentate_ligand_scope,,
3804,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaHCO3,2.5,MeOH,51.91,13589722.0,outside_monodentate_ligand_scope,,
3805,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,Et3N,2.5,MeOH,55.52,9576449.0,outside_monodentate_ligand_scope,,
3813,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",Et3N,2.5,MeOH,50.93,7566782.5,outside_monodentate_ligand_scope,,
3815,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",Et3N,2.5,MeOH,68.05,13159969.0,outside_monodentate_ligand_scope,,
3816,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",Et3N,2.5,MeOH,34.85,9251919.0,outside_monodentate_ligand_scope,,
3817,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,CsF,2.5,MeOH,62.05,9611659.0,outside_monodentate_ligand_scope,,
3825,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",CsF,2.5,MeOH,60.65,8759354.0,outside_monodentate_ligand_scope,,
3827,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",CsF,2.5,MeOH,68.62,13491020.0,outside_monodentate_ligand_scope,,
3828,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",CsF,2.5,MeOH,39.22,9861634.0,outside_monodentate_ligand_scope,,
3829,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,K3PO4,2.5,MeOH,59.04,10198912.0,outside_monodentate_ligand_scope,,
3837,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",K3PO4,2.5,MeOH,66.43,10319284.0,outside_monodentate_ligand_scope,,
3839,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",K3PO4,2.5,MeOH,71.12,13807982.0,outside_monodentate_ligand_scope,,
3840,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",K3PO4,2.5,MeOH,40.88,6918384.0,outside_monodentate_ligand_scope,,
3841,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,None,2.5,MeCN,16.53,385743.53,outside_monodentate_ligand_scope,,
3849,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",None,2.5,MeCN,22.27,1538208.38,outside_monodentate_ligand_scope,,
3851,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",None,2.5,MeCN,17.33,279258.22,outside_monodentate_ligand_scope,,
3852,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",None,2.5,MeCN,13.32,74518.56,outside_monodentate_ligand_scope,,
3853,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,NaOH,2.5,MeCN,18.7,100618.88,outside_monodentate_ligand_scope,,
3861,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaOH,2.5,MeCN,17.81,107603.02,outside_monodentate_ligand_scope,,
3863,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaOH,2.5,MeCN,21.0,34581.63,outside_monodentate_ligand_scope,,
3864,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaOH,2.5,MeCN,19.12,56019.37,outside_monodentate_ligand_scope,,
3865,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,KOH,2.5,MeCN,12.93,71623.32,outside_monodentate_ligand_scope,,
3873,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",KOH,2.5,MeCN,19.91,450377.06,outside_monodentate_ligand_scope,,
3875,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",KOH,2.5,MeCN,20.9,42888.13,outside_monodentate_ligand_scope,,
3876,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",KOH,2.5,MeCN,12.35,88113.85,outside_monodentate_ligand_scope,,
3877,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeCN,13.07,109592.11,outside_monodentate_ligand_scope,,
3885,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",LiOtBu,2.5,MeCN,16.78,320292.13,outside_monodentate_ligand_scope,,
3887,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",LiOtBu,2.5,MeCN,22.71,25389.21,outside_monodentate_ligand_scope,,
3888,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",LiOtBu,2.5,MeCN,12.97,37881.82,outside_monodentate_ligand_scope,,
3889,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,MeCN,12.41,60351.52,outside_monodentate_ligand_scope,,
3897,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaHCO3,2.5,MeCN,13.46,382938.03,outside_monodentate_ligand_scope,,
3899,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaHCO3,2.5,MeCN,20.73,595078.0,outside_monodentate_ligand_scope,,
3900,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaHCO3,2.5,MeCN,12.51,151274.28,outside_monodentate_ligand_scope,,
3901,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,Et3N,2.5,MeCN,13.0,80609.55,outside_monodentate_ligand_scope,,
3909,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",Et3N,2.5,MeCN,16.04,573352.75,outside_monodentate_ligand_scope,,
3911,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",Et3N,2.5,MeCN,21.04,174675.86,outside_monodentate_ligand_scope,,
3912,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",Et3N,2.5,MeCN,12.71,45734.78,outside_monodentate_ligand_scope,,
3913,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,CsF,2.5,MeCN,13.96,110304.48,outside_monodentate_ligand_scope,,
3921,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",CsF,2.5,MeCN,14.09,376247.47,outside_monodentate_ligand_scope,,
3923,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",CsF,2.5,MeCN,21.27,727635.81,outside_monodentate_ligand_scope,,
3924,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",CsF,2.5,MeCN,12.83,114577.24,outside_monodentate_ligand_scope,,
3925,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,None,,K3PO4,2.5,MeCN,16.92,78506.9,outside_monodentate_ligand_scope,,
3933,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",K3PO4,2.5,MeCN,15.9,813832.69,outside_monodentate_ligand_scope,,
3935,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",K3PO4,2.5,MeCN,21.45,193105.94,outside_monodentate_ligand_scope,,
3936,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",K3PO4,2.5,MeCN,12.55,43274.44,outside_monodentate_ligand_scope,,
