model,position,feature,source_field,block
pc_scores,479,num__PC3_x_vbur_qvbur_max_delta,vbur_qvbur_max_delta,ligand
pc_scores,480,num__PC3_x_vbur_qvbur_max_vburminconf,vbur_qvbur_max_vburminconf,ligand
pc_scores,481,num__PC3_x_vbur_qvtot_min_boltz,vbur_qvtot_min_boltz,ligand
pc_scores,482,num__PC3_x_vbur_qvtot_min_min,vbur_qvtot_min_min,ligand
pc_scores,483,num__PC3_x_vbur_qvtot_min_max,vbur_qvtot_min_max,ligand
pc_scores,484,num__PC3_x_vbur_qvtot_min_delta,vbur_qvtot_min_delta,ligand
pc_scores,485,num__PC3_x_vbur_qvtot_min_vburminconf,vbur_qvtot_min_vburminconf,ligand
pc_scores,486,num__PC3_x_vbur_qvtot_max_boltz,vbur_qvtot_max_boltz,ligand
pc_scores,487,num__PC3_x_vbur_qvtot_max_min,vbur_qvtot_max_min,ligand
pc_scores,488,num__PC3_x_vbur_qvtot_max_max,vbur_qvtot_max_max,ligand
pc_scores,489,num__PC3_x_vbur_qvtot_max_delta,vbur_qvtot_max_delta,ligand
pc_scores,490,num__PC3_x_vbur_qvtot_max_vburminconf,vbur_qvtot_max_vburminconf,ligand
pc_scores,491,num__PC3_x_vbur_max_delta_qvbur_boltz,vbur_max_delta_qvbur_boltz,ligand
pc_scores,492,num__PC3_x_vbur_max_delta_qvbur_min,vbur_max_delta_qvbur_min,ligand
pc_scores,493,num__PC3_x_vbur_max_delta_qvbur_max,vbur_max_delta_qvbur_max,ligand
pc_scores,494,num__PC3_x_vbur_max_delta_qvbur_delta,vbur_max_delta_qvbur_delta,ligand
pc_scores,495,num__PC3_x_vbur_max_delta_qvbur_vburminconf,vbur_max_delta_qvbur_vburminconf,ligand
pc_scores,496,num__PC3_x_vbur_max_delta_qvtot_boltz,vbur_max_delta_qvtot_boltz,ligand
pc_scores,497,num__PC3_x_vbur_max_delta_qvtot_min,vbur_max_delta_qvtot_min,ligand
pc_scores,498,num__PC3_x_vbur_max_delta_qvtot_max,vbur_max_delta_qvtot_max,ligand
pc_scores,499,num__PC3_x_vbur_max_delta_qvtot_delta,vbur_max_delta_qvtot_delta,ligand
pc_scores,500,num__PC3_x_vbur_max_delta_qvtot_vburminconf,vbur_max_delta_qvtot_vburminconf,ligand
pc_scores,501,num__PC3_x_vbur_ovbur_min_boltz,vbur_ovbur_min_boltz,ligand
pc_scores,502,num__PC3_x_vbur_ovbur_min_min,vbur_ovbur_min_min,ligand
pc_scores,503,num__PC3_x_vbur_ovbur_min_max,vbur_ovbur_min_max,ligand
pc_scores,504,num__PC3_x_vbur_ovbur_min_delta,vbur_ovbur_min_delta,ligand
pc_scores,505,num__PC3_x_vbur_ovbur_min_vburminconf,vbur_ovbur_min_vburminconf,ligand
pc_scores,506,num__PC3_x_vbur_ovbur_max_boltz,vbur_ovbur_max_boltz,ligand
pc_scores,507,num__PC3_x_vbur_ovbur_max_min,vbur_ovbur_max_min,ligand
pc_scores,508,num__PC3_x_vbur_ovbur_max_max,vbur_ovbur_max_max,ligand
pc_scores,509,num__PC3_x_vbur_ovbur_max_delta,vbur_ovbur_max_delta,ligand
pc_scores,510,num__PC3_x_vbur_ovbur_max_vburminconf,vbur_ovbur_max_vburminconf,ligand
pc_scores,511,num__PC3_x_vbur_ovtot_min_boltz,vbur_ovtot_min_boltz,ligand
pc_scores,512,num__PC3_x_vbur_ovtot_min_min,vbur_ovtot_min_min,ligand
pc_scores,513,num__PC3_x_vbur_ovtot_min_max,vbur_ovtot_min_max,ligand
pc_scores,514,num__PC3_x_vbur_ovtot_min_delta,vbur_ovtot_min_delta,ligand
pc_scores,515,num__PC3_x_vbur_ovtot_min_vburminconf,vbur_ovtot_min_vburminconf,ligand
pc_scores,516,num__PC3_x_vbur_ovtot_max_boltz,vbur_ovtot_max_boltz,ligand
pc_scores,517,num__PC3_x_vbur_ovtot_max_min,vbur_ovtot_max_min,ligand
pc_scores,518,num__PC3_x_vbur_ovtot_max_max,vbur_ovtot_max_max,ligand
pc_scores,519,num__PC3_x_vbur_ovtot_max_delta,vbur_ovtot_max_delta,ligand
pc_scores,520,num__PC3_x_vbur_ovtot_max_vburminconf,vbur_ovtot_max_vburminconf,ligand
pc_scores,521,num__PC3_x_vbur_near_vbur_boltz,vbur_near_vbur_boltz,ligand
pc_scores,522,num__PC3_x_vbur_near_vbur_min,vbur_near_vbur_min,ligand
pc_scores,523,num__PC3_x_vbur_near_vbur_max,vbur_near_vbur_max,ligand
pc_scores,524,num__PC3_x_vbur_near_vbur_delta,vbur_near_vbur_delta,ligand
pc_scores,525,num__PC3_x_vbur_near_vbur_vburminconf,vbur_near_vbur_vburminconf,ligand
pc_scores,526,num__PC3_x_vbur_far_vbur_boltz,vbur_far_vbur_boltz,ligand
pc_scores,527,num__PC3_x_vbur_far_vbur_min,vbur_far_vbur_min,ligand
pc_scores,528,num__PC3_x_vbur_far_vbur_max,vbur_far_vbur_max,ligand
pc_scores,529,num__PC3_x_vbur_far_vbur_delta,vbur_far_vbur_delta,ligand
pc_scores,530,num__PC3_x_vbur_far_vbur_vburminconf,vbur_far_vbur_vburminconf,ligand
pc_scores,531,num__PC3_x_vbur_near_vtot_boltz,vbur_near_vtot_boltz,ligand
pc_scores,532,num__PC3_x_vbur_near_vtot_min,vbur_near_vtot_min,ligand
pc_scores,533,num__PC3_x_vbur_near_vtot_max,vbur_near_vtot_max,ligand
pc_scores,534,num__PC3_x_vbur_near_vtot_delta,vbur_near_vtot_delta,ligand
pc_scores,535,num__PC3_x_vbur_near_vtot_vburminconf,vbur_near_vtot_vburminconf,ligand
pc_scores,536,num__PC3_x_vbur_far_vtot_boltz,vbur_far_vtot_boltz,ligand
pc_scores,537,num__PC3_x_vbur_far_vtot_min,vbur_far_vtot_min,ligand
pc_scores,538,num__PC3_x_vbur_far_vtot_max,vbur_far_vtot_max,ligand
pc_scores,539,num__PC3_x_vbur_far_vtot_delta,vbur_far_vtot_delta,ligand
pc_scores,540,num__PC3_x_vbur_far_vtot_vburminconf,vbur_far_vtot_vburminconf,ligand
pc_scores,541,num__PC3_x_sterimol_B1_boltz,sterimol_B1_boltz,ligand
pc_scores,542,num__PC3_x_sterimol_B1_min,sterimol_B1_min,ligand
pc_scores,543,num__PC3_x_sterimol_B1_max,sterimol_B1_max,ligand
pc_scores,544,num__PC3_x_sterimol_B1_delta,sterimol_B1_delta,ligand
pc_scores,545,num__PC3_x_sterimol_B1_vburminconf,sterimol_B1_vburminconf,ligand
pc_scores,546,num__PC3_x_sterimol_B5_boltz,sterimol_B5_boltz,ligand
pc_scores,547,num__PC3_x_sterimol_B5_min,sterimol_B5_min,ligand
pc_scores,548,num__PC3_x_sterimol_B5_max,sterimol_B5_max,ligand
pc_scores,549,num__PC3_x_sterimol_B5_delta,sterimol_B5_delta,ligand
pc_scores,550,num__PC3_x_sterimol_B5_vburminconf,sterimol_B5_vburminconf,ligand
pc_scores,551,num__PC3_x_sterimol_L_boltz,sterimol_L_boltz,ligand
pc_scores,552,num__PC3_x_sterimol_L_min,sterimol_L_min,ligand
pc_scores,553,num__PC3_x_sterimol_L_max,sterimol_L_max,ligand
pc_scores,554,num__PC3_x_sterimol_L_delta,sterimol_L_delta,ligand
pc_scores,555,num__PC3_x_sterimol_L_vburminconf,sterimol_L_vburminconf,ligand
pc_scores,556,num__PC3_x_sterimol_burB1_boltz,sterimol_burB1_boltz,ligand
pc_scores,557,num__PC3_x_sterimol_burB1_min,sterimol_burB1_min,ligand
pc_scores,558,num__PC3_x_sterimol_burB1_max,sterimol_burB1_max,ligand
pc_scores,559,num__PC3_x_sterimol_burB1_delta,sterimol_burB1_delta,ligand
pc_scores,560,num__PC3_x_sterimol_burB1_vburminconf,sterimol_burB1_vburminconf,ligand
pc_scores,561,num__PC3_x_sterimol_burB5_boltz,sterimol_burB5_boltz,ligand
pc_scores,562,num__PC3_x_sterimol_burB5_min,sterimol_burB5_min,ligand
pc_scores,563,num__PC3_x_sterimol_burB5_max,sterimol_burB5_max,ligand
pc_scores,564,num__PC3_x_sterimol_burB5_delta,sterimol_burB5_delta,ligand
pc_scores,565,num__PC3_x_sterimol_burB5_vburminconf,sterimol_burB5_vburminconf,ligand
pc_scores,566,num__PC3_x_sterimol_burL_boltz,sterimol_burL_boltz,ligand
pc_scores,567,num__PC3_x_sterimol_burL_min,sterimol_burL_min,ligand
pc_scores,568,num__PC3_x_sterimol_burL_max,sterimol_burL_max,ligand
pc_scores,569,num__PC3_x_sterimol_burL_delta,sterimol_burL_delta,ligand
pc_scores,570,num__PC3_x_sterimol_burL_vburminconf,sterimol_burL_vburminconf,ligand
pc_scores,571,num__PC4_x_vmin_vmin_boltz,vmin_vmin_boltz,ligand
pc_scores,572,num__PC4_x_vmin_r_boltz,vmin_r_boltz,ligand
pc_scores,573,num__PC4_x_fmo_e_homo_boltz,fmo_e_homo_boltz,ligand
pc_scores,574,num__PC4_x_fmo_e_lumo_boltz,fmo_e_lumo_boltz,ligand
pc_scores,575,num__PC4_x_fmo_mu_boltz,fmo_mu_boltz,ligand
pc_scores,576,num__PC4_x_fmo_eta_boltz,fmo_eta_boltz,ligand
pc_scores,577,num__PC4_x_fmo_omega_boltz,fmo_omega_boltz,ligand
pc_scores,578,num__PC4_x_somo_ra_boltz,somo_ra_boltz,ligand
pc_scores,579,num__PC4_x_somo_rc_boltz,somo_rc_boltz,ligand
pc_scores,580,num__PC4_x_nbo_P_boltz,nbo_P_boltz,ligand
pc_scores,581,num__PC4_x_nbo_P_ra_boltz,nbo_P_ra_boltz,ligand
pc_scores,582,num__PC4_x_spindens_P_ra_boltz,spindens_P_ra_boltz,ligand
pc_scores,583,num__PC4_x_nbo_P_rc_boltz,nbo_P_rc_boltz,ligand
pc_scores,584,num__PC4_x_spindens_P_rc_boltz,spindens_P_rc_boltz,ligand
pc_scores,585,num__PC4_x_nmr_P_boltz,nmr_P_boltz,ligand
pc_scores,586,num__PC4_x_nmrtens_sxx_P_boltz,nmrtens_sxx_P_boltz,ligand
pc_scores,587,num__PC4_x_nmrtens_syy_P_boltz,nmrtens_syy_P_boltz,ligand
pc_scores,588,num__PC4_x_nmrtens_szz_P_boltz,nmrtens_szz_P_boltz,ligand
pc_scores,589,num__PC4_x_efg_amp_P_boltz,efg_amp_P_boltz,ligand
pc_scores,590,num__PC4_x_efgtens_xx_P_boltz,efgtens_xx_P_boltz,ligand
pc_scores,591,num__PC4_x_efgtens_yy_P_boltz,efgtens_yy_P_boltz,ligand
pc_scores,592,num__PC4_x_efgtens_zz_P_boltz,efgtens_zz_P_boltz,ligand
pc_scores,593,num__PC4_x_nuesp_P_boltz,nuesp_P_boltz,ligand
pc_scores,594,num__PC4_x_E_solv_cds_boltz,E_solv_cds_boltz,ligand
pc_scores,595,num__PC4_x_nbo_lp_P_percent_s_boltz,nbo_lp_P_percent_s_boltz,ligand
pc_scores,596,num__PC4_x_nbo_lp_P_occ_boltz,nbo_lp_P_occ_boltz,ligand
pc_scores,597,num__PC4_x_nbo_lp_P_e_boltz,nbo_lp_P_e_boltz,ligand
pc_scores,598,num__PC4_x_nbo_bd_e_max_boltz,nbo_bd_e_max_boltz,ligand
pc_scores,599,num__PC4_x_nbo_bd_e_avg_boltz,nbo_bd_e_avg_boltz,ligand
pc_scores,600,num__PC4_x_nbo_bds_e_min_boltz,nbo_bds_e_min_boltz,ligand
pc_scores,601,num__PC4_x_nbo_bds_e_avg_boltz,nbo_bds_e_avg_boltz,ligand
pc_scores,602,num__PC4_x_nbo_bd_occ_min_boltz,nbo_bd_occ_min_boltz,ligand
pc_scores,603,num__PC4_x_nbo_bd_occ_avg_boltz,nbo_bd_occ_avg_boltz,ligand
pc_scores,604,num__PC4_x_nbo_bds_occ_max_boltz,nbo_bds_occ_max_boltz,ligand
pc_scores,605,num__PC4_x_nbo_bds_occ_avg_boltz,nbo_bds_occ_avg_boltz,ligand
pc_scores,606,num__PC4_x_E_solv_total_boltz,E_solv_total_boltz,ligand
pc_scores,607,num__PC4_x_E_solv_elstat_boltz,E_solv_elstat_boltz,ligand
pc_scores,608,num__PC4_x_E_oxidation_boltz,E_oxidation_boltz,ligand
pc_scores,609,num__PC4_x_E_reduction_boltz,E_reduction_boltz,ligand
pc_scores,610,num__PC4_x_fukui_p_boltz,fukui_p_boltz,ligand
pc_scores,611,num__PC4_x_fukui_m_boltz,fukui_m_boltz,ligand
pc_scores,612,num__PC4_x_vbur_vtot_boltz,vbur_vtot_boltz,ligand
pc_scores,613,num__PC4_x_vbur_ratio_vbur_vtot_boltz,vbur_ratio_vbur_vtot_boltz,ligand
pc_scores,614,num__PC4_x_Pint_P_int_boltz,Pint_P_int_boltz,ligand
pc_scores,615,num__PC4_x_Pint_dP_boltz,Pint_dP_boltz,ligand
pc_scores,616,num__PC4_x_Pint_P_min_boltz,Pint_P_min_boltz,ligand
pc_scores,617,num__PC4_x_Pint_P_max_boltz,Pint_P_max_boltz,ligand
pc_scores,618,num__PC4_x_volume_boltz,volume_boltz,ligand
pc_scores,619,num__PC4_x_surface_area_boltz,surface_area_boltz,ligand
pc_scores,620,num__PC4_x_sphericity_boltz,sphericity_boltz,ligand
pc_scores,621,num__PC4_x_dipolemoment_boltz,dipolemoment_boltz,ligand
pc_scores,622,num__PC4_x_dipolemoment_min,dipolemoment_min,ligand
pc_scores,623,num__PC4_x_dipolemoment_max,dipolemoment_max,ligand
pc_scores,624,num__PC4_x_dipolemoment_delta,dipolemoment_delta,ligand
pc_scores,625,num__PC4_x_dipolemoment_vburminconf,dipolemoment_vburminconf,ligand
pc_scores,626,num__PC4_x_qpole_amp_boltz,qpole_amp_boltz,ligand
pc_scores,627,num__PC4_x_qpole_amp_min,qpole_amp_min,ligand
pc_scores,628,num__PC4_x_qpole_amp_max,qpole_amp_max,ligand
pc_scores,629,num__PC4_x_qpole_amp_delta,qpole_amp_delta,ligand
pc_scores,630,num__PC4_x_qpole_amp_vburminconf,qpole_amp_vburminconf,ligand
pc_scores,631,num__PC4_x_qpoletens_xx_boltz,qpoletens_xx_boltz,ligand
pc_scores,632,num__PC4_x_qpoletens_xx_min,qpoletens_xx_min,ligand
pc_scores,633,num__PC4_x_qpoletens_xx_max,qpoletens_xx_max,ligand
pc_scores,634,num__PC4_x_qpoletens_xx_delta,qpoletens_xx_delta,ligand
pc_scores,635,num__PC4_x_qpoletens_xx_vburminconf,qpoletens_xx_vburminconf,ligand
pc_scores,636,num__PC4_x_qpoletens_yy_boltz,qpoletens_yy_boltz,ligand
pc_scores,637,num__PC4_x_qpoletens_yy_min,qpoletens_yy_min,ligand
pc_scores,638,num__PC4_x_qpoletens_yy_max,qpoletens_yy_max,ligand
pc_scores,639,num__PC4_x_qpoletens_yy_delta,qpoletens_yy_delta,ligand
pc_scores,640,num__PC4_x_qpoletens_yy_vburminconf,qpoletens_yy_vburminconf,ligand
pc_scores,641,num__PC4_x_qpoletens_zz_boltz,qpoletens_zz_boltz,ligand
pc_scores,642,num__PC4_x_qpoletens_zz_min,qpoletens_zz_min,ligand
pc_scores,643,num__PC4_x_qpoletens_zz_max,qpoletens_zz_max,ligand
pc_scores,644,num__PC4_x_qpoletens_zz_delta,qpoletens_zz_delta,ligand
pc_scores,645,num__PC4_x_qpoletens_zz_vburminconf,qpoletens_zz_vburminconf,ligand
pc_scores,646,num__PC4_x_pyr_P_boltz,pyr_P_boltz,ligand
pc_scores,647,num__PC4_x_pyr_P_min,pyr_P_min,ligand
pc_scores,648,num__PC4_x_pyr_P_max,pyr_P_max,ligand
pc_scores,649,num__PC4_x_pyr_P_delta,pyr_P_delta,ligand
pc_scores,650,num__PC4_x_pyr_P_vburminconf,pyr_P_vburminconf,ligand
pc_scores,651,num__PC4_x_pyr_alpha_boltz,pyr_alpha_boltz,ligand
pc_scores,652,num__PC4_x_pyr_alpha_min,pyr_alpha_min,ligand
pc_scores,653,num__PC4_x_pyr_alpha_max,pyr_alpha_max,ligand
pc_scores,654,num__PC4_x_pyr_alpha_delta,pyr_alpha_delta,ligand
pc_scores,655,num__PC4_x_pyr_alpha_vburminconf,pyr_alpha_vburminconf,ligand
pc_scores,656,num__PC4_x_vbur_vbur_boltz,vbur_vbur_boltz,ligand
pc_scores,657,num__PC4_x_vbur_vbur_min,vbur_vbur_min,ligand
pc_scores,658,num__PC4_x_vbur_vbur_max,vbur_vbur_max,ligand
pc_scores,659,num__PC4_x_vbur_vbur_delta,vbur_vbur_delta,ligand
pc_scores,660,num__PC4_x_vbur_vbur_vburminconf,vbur_vbur_vburminconf,ligand
pc_scores,661,num__PC4_x_vbur_qvbur_min_boltz,vbur_qvbur_min_boltz,ligand
pc_scores,662,num__PC4_x_vbur_qvbur_min_min,vbur_qvbur_min_min,ligand
pc_scores,663,num__PC4_x_vbur_qvbur_min_max,vbur_qvbur_min_max,ligand
pc_scores,664,num__PC4_x_vbur_qvbur_min_delta,vbur_qvbur_min_delta,ligand
pc_scores,665,num__PC4_x_vbur_qvbur_min_vburminconf,vbur_qvbur_min_vburminconf,ligand
pc_scores,666,num__PC4_x_vbur_qvbur_max_boltz,vbur_qvbur_max_boltz,ligand
pc_scores,667,num__PC4_x_vbur_qvbur_max_min,vbur_qvbur_max_min,ligand
pc_scores,668,num__PC4_x_vbur_qvbur_max_max,vbur_qvbur_max_max,ligand
pc_scores,669,num__PC4_x_vbur_qvbur_max_delta,vbur_qvbur_max_delta,ligand
pc_scores,670,num__PC4_x_vbur_qvbur_max_vburminconf,vbur_qvbur_max_vburminconf,ligand
pc_scores,671,num__PC4_x_vbur_qvtot_min_boltz,vbur_qvtot_min_boltz,ligand
pc_scores,672,num__PC4_x_vbur_qvtot_min_min,vbur_qvtot_min_min,ligand
pc_scores,673,num__PC4_x_vbur_qvtot_min_max,vbur_qvtot_min_max,ligand
pc_scores,674,num__PC4_x_vbur_qvtot_min_delta,vbur_qvtot_min_delta,ligand
pc_scores,675,num__PC4_x_vbur_qvtot_min_vburminconf,vbur_qvtot_min_vburminconf,ligand
pc_scores,676,num__PC4_x_vbur_qvtot_max_boltz,vbur_qvtot_max_boltz,ligand
pc_scores,677,num__PC4_x_vbur_qvtot_max_min,vbur_qvtot_max_min,ligand
pc_scores,678,num__PC4_x_vbur_qvtot_max_max,vbur_qvtot_max_max,ligand
pc_scores,679,num__PC4_x_vbur_qvtot_max_delta,vbur_qvtot_max_delta,ligand
pc_scores,680,num__PC4_x_vbur_qvtot_max_vburminconf,vbur_qvtot_max_vburminconf,ligand
pc_scores,681,num__PC4_x_vbur_max_delta_qvbur_boltz,vbur_max_delta_qvbur_boltz,ligand
pc_scores,682,num__PC4_x_vbur_max_delta_qvbur_min,vbur_max_delta_qvbur_min,ligand
pc_scores,683,num__PC4_x_vbur_max_delta_qvbur_max,vbur_max_delta_qvbur_max,ligand
pc_scores,684,num__PC4_x_vbur_max_delta_qvbur_delta,vbur_max_delta_qvbur_delta,ligand
pc_scores,685,num__PC4_x_vbur_max_delta_qvbur_vburminconf,vbur_max_delta_qvbur_vburminconf,ligand
pc_scores,686,num__PC4_x_vbur_max_delta_qvtot_boltz,vbur_max_delta_qvtot_boltz,ligand
pc_scores,687,num__PC4_x_vbur_max_delta_qvtot_min,vbur_max_delta_qvtot_min,ligand
pc_scores,688,num__PC4_x_vbur_max_delta_qvtot_max,vbur_max_delta_qvtot_max,ligand
pc_scores,689,num__PC4_x_vbur_max_delta_qvtot_delta,vbur_max_delta_qvtot_delta,ligand
pc_scores,690,num__PC4_x_vbur_max_delta_qvtot_vburminconf,vbur_max_delta_qvtot_vburminconf,ligand
pc_scores,691,num__PC4_x_vbur_ovbur_min_boltz,vbur_ovbur_min_boltz,ligand
pc_scores,692,num__PC4_x_vbur_ovbur_min_min,vbur_ovbur_min_min,ligand
pc_scores,693,num__PC4_x_vbur_ovbur_min_max,vbur_ovbur_min_max,ligand
pc_scores,694,num__PC4_x_vbur_ovbur_min_delta,vbur_ovbur_min_delta,ligand
pc_scores,695,num__PC4_x_vbur_ovbur_min_vburminconf,vbur_ovbur_min_vburminconf,ligand
pc_scores,696,num__PC4_x_vbur_ovbur_max_boltz,vbur_ovbur_max_boltz,ligand
pc_scores,697,num__PC4_x_vbur_ovbur_max_min,vbur_ovbur_max_min,ligand
pc_scores,698,num__PC4_x_vbur_ovbur_max_max,vbur_ovbur_max_max,ligand
pc_scores,699,num__PC4_x_vbur_ovbur_max_delta,vbur_ovbur_max_delta,ligand
pc_scores,700,num__PC4_x_vbur_ovbur_max_vburminconf,vbur_ovbur_max_vburminconf,ligand
pc_scores,701,num__PC4_x_vbur_ovtot_min_boltz,vbur_ovtot_min_boltz,ligand
pc_scores,702,num__PC4_x_vbur_ovtot_min_min,vbur_ovtot_min_min,ligand
pc_scores,703,num__PC4_x_vbur_ovtot_min_max,vbur_ovtot_min_max,ligand
pc_scores,704,num__PC4_x_vbur_ovtot_min_delta,vbur_ovtot_min_delta,ligand
pc_scores,705,num__PC4_x_vbur_ovtot_min_vburminconf,vbur_ovtot_min_vburminconf,ligand
pc_scores,706,num__PC4_x_vbur_ovtot_max_boltz,vbur_ovtot_max_boltz,ligand
pc_scores,707,num__PC4_x_vbur_ovtot_max_min,vbur_ovtot_max_min,ligand
pc_scores,708,num__PC4_x_vbur_ovtot_max_max,vbur_ovtot_max_max,ligand
pc_scores,709,num__PC4_x_vbur_ovtot_max_delta,vbur_ovtot_max_delta,ligand
pc_scores,710,num__PC4_x_vbur_ovtot_max_vburminconf,vbur_ovtot_max_vburminconf,ligand
pc_scores,711,num__PC4_x_vbur_near_vbur_boltz,vbur_near_vbur_boltz,ligand
pc_scores,712,num__PC4_x_vbur_near_vbur_min,vbur_near_vbur_min,ligand
pc_scores,713,num__PC4_x_vbur_near_vbur_max,vbur_near_vbur_max,ligand
pc_scores,714,num__PC4_x_vbur_near_vbur_delta,vbur_near_vbur_delta,ligand
pc_scores,715,num__PC4_x_vbur_near_vbur_vburminconf,vbur_near_vbur_vburminconf,ligand
pc_scores,716,num__PC4_x_vbur_far_vbur_boltz,vbur_far_vbur_boltz,ligand
pc_scores,717,num__PC4_x_vbur_far_vbur_min,vbur_far_vbur_min,ligand
pc_scores,718,num__PC4_x_vbur_far_vbur_max,vbur_far_vbur_max,ligand
pc_scores,719,num__PC4_x_vbur_far_vbur_delta,vbur_far_vbur_delta,ligand
pc_scores,720,num__PC4_x_vbur_far_vbur_vburminconf,vbur_far_vbur_vburminconf,ligand
pc_scores,721,num__PC4_x_vbur_near_vtot_boltz,vbur_near_vtot_boltz,ligand
pc_scores,722,num__PC4_x_vbur_near_vtot_min,vbur_near_vtot_min,ligand
pc_scores,723,num__PC4_x_vbur_near_vtot_max,vbur_near_vtot_max,ligand
pc_scores,724,num__PC4_x_vbur_near_vtot_delta,vbur_near_vtot_delta,ligand
pc_scores,725,num__PC4_x_vbur_near_vtot_vburminconf,vbur_near_vtot_vburminconf,ligand
pc_scores,726,num__PC4_x_vbur_far_vtot_boltz,vbur_far_vtot_boltz,ligand
pc_scores,727,num__PC4_x_vbur_far_vtot_min,vbur_far_vtot_min,ligand
pc_scores,728,num__PC4_x_vbur_far_vtot_max,vbur_far_vtot_max,ligand
pc_scores,729,num__PC4_x_vbur_far_vtot_delta,vbur_far_vtot_delta,ligand
pc_scores,730,num__PC4_x_vbur_far_vtot_vburminconf,vbur_far_vtot_vburminconf,ligand
pc_scores,731,num__PC4_x_sterimol_B1_boltz,sterimol_B1_boltz,ligand
pc_scores,732,num__PC4_x_sterimol_B1_min,sterimol_B1_min,ligand
pc_scores,733,num__PC4_x_sterimol_B1_max,sterimol_B1_max,ligand
pc_scores,734,num__PC4_x_sterimol_B1_delta,sterimol_B1_delta,ligand
pc_scores,735,num__PC4_x_sterimol_B1_vburminconf,sterimol_B1_vburminconf,ligand
pc_scores,736,num__PC4_x_sterimol_B5_boltz,sterimol_B5_boltz,ligand
pc_scores,737,num__PC4_x_sterimol_B5_min,sterimol_B5_min,ligand
pc_scores,738,num__PC4_x_sterimol_B5_max,sterimol_B5_max,ligand
pc_scores,739,num__PC4_x_sterimol_B5_delta,sterimol_B5_delta,ligand
pc_scores,740,num__PC4_x_sterimol_B5_vburminconf,sterimol_B5_vburminconf,ligand
pc_scores,741,num__PC4_x_sterimol_L_boltz,sterimol_L_boltz,ligand
pc_scores,742,num__PC4_x_sterimol_L_min,sterimol_L_min,ligand
pc_scores,743,num__PC4_x_sterimol_L_max,sterimol_L_max,ligand
pc_scores,744,num__PC4_x_sterimol_L_delta,sterimol_L_delta,ligand
pc_scores,745,num__PC4_x_sterimol_L_vburminconf,sterimol_L_vburminconf,ligand
pc_scores,746,num__PC4_x_sterimol_burB1_boltz,sterimol_burB1_boltz,ligand
pc_scores,747,num__PC4_x_sterimol_burB1_min,sterimol_burB1_min,ligand
pc_scores,748,num__PC4_x_sterimol_burB1_max,sterimol_burB1_max,ligand
pc_scores,749,num__PC4_x_sterimol_burB1_delta,sterimol_burB1_delta,ligand
pc_scores,750,num__PC4_x_sterimol_burB1_vburminconf,sterimol_burB1_vburminconf,ligand
pc_scores,751,num__PC4_x_sterimol_burB5_boltz,sterimol_burB5_boltz,ligand
pc_scores,752,num__PC4_x_sterimol_burB5_min,sterimol_burB5_min,ligand
pc_scores,753,num__PC4_x_sterimol_burB5_max,sterimol_burB5_max,ligand
pc_scores,754,num__PC4_x_sterimol_burB5_delta,sterimol_burB5_delta,ligand
pc_scores,755,num__PC4_x_sterimol_burB5_vburminconf,sterimol_burB5_vburminconf,ligand
pc_scores,756,num__PC4_x_sterimol_burL_boltz,sterimol_burL_boltz,ligand
pc_scores,757,num__PC4_x_sterimol_burL_min,sterimol_burL_min,ligand
pc_scores,758,num__PC4_x_sterimol_burL_max,sterimol_burL_max,ligand
pc_scores,759,num__PC4_x_sterimol_burL_delta,sterimol_burL_delta,ligand
pc_scores,760,num__PC4_x_sterimol_burL_vburminconf,sterimol_burL_vburminconf,ligand
pc_scores,761,"cat__Reactant_1_Short_Hand_1a, 6-Cl-Q",Reactant_1_Short_Hand,shared_categorical
pc_scores,762,"cat__Reactant_1_Short_Hand_1b, 6-Br-Q",Reactant_1_Short_Hand,shared_categorical
pc_scores,763,"cat__Reactant_1_Short_Hand_1c, 6-OTf-Q",Reactant_1_Short_Hand,shared_categorical
pc_scores,764,"cat__Reactant_1_Short_Hand_1d, 6-I-Q",Reactant_1_Short_Hand,shared_categorical
pc_scores,765,cat__Reagent_1_Short_Hand_CsF,Reagent_1_Short_Hand,shared_categorical
pc_scores,766,cat__Reagent_1_Short_Hand_Et3N,Reagent_1_Short_Hand,shared_categorical
pc_scores,767,cat__Reagent_1_Short_Hand_K3PO4,Reagent_1_Short_Hand,shared_categorical
pc_scores,768,cat__Reagent_1_Short_Hand_KOH,Reagent_1_Short_Hand,shared_categorical
pc_scores,769,cat__Reagent_1_Short_Hand_LiOtBu,Reagent_1_Short_Hand,shared_categorical
pc_scores,770,cat__Reagent_1_Short_Hand_NaHCO3,Reagent_1_Short_Hand,shared_categorical
pc_scores,771,cat__Reagent_1_Short_Hand_NaOH,Reagent_1_Short_Hand,shared_categorical
pc_scores,772,cat__Reagent_1_Short_Hand_None,Reagent_1_Short_Hand,shared_categorical
pc_scores,773,cat__Solvent_1_Short_Hand_DMF,Solvent_1_Short_Hand,shared_categorical
pc_scores,774,cat__Solvent_1_Short_Hand_MeCN,Solvent_1_Short_Hand,shared_categorical
pc_scores,775,cat__Solvent_1_Short_Hand_MeOH,Solvent_1_Short_Hand,shared_categorical
pc_scores,776,cat__Solvent_1_Short_Hand_THF,Solvent_1_Short_Hand,shared_categorical
pc_scores,777,cat__substrate_pair_1a_2a,substrate_pair,shared_categorical
pc_scores,778,cat__substrate_pair_1a_2b,substrate_pair,shared_categorical
