model,position,feature,block
pc_scores,663,num__PC4_x_vbur_qvbur_min_max,ligand
pc_scores,664,num__PC4_x_vbur_qvbur_min_delta,ligand
pc_scores,665,num__PC4_x_vbur_qvbur_min_vburminconf,ligand
pc_scores,666,num__PC4_x_vbur_qvbur_max_boltz,ligand
pc_scores,667,num__PC4_x_vbur_qvbur_max_min,ligand
pc_scores,668,num__PC4_x_vbur_qvbur_max_max,ligand
pc_scores,669,num__PC4_x_vbur_qvbur_max_delta,ligand
pc_scores,670,num__PC4_x_vbur_qvbur_max_vburminconf,ligand
pc_scores,671,num__PC4_x_vbur_qvtot_min_boltz,ligand
pc_scores,672,num__PC4_x_vbur_qvtot_min_min,ligand
pc_scores,673,num__PC4_x_vbur_qvtot_min_max,ligand
pc_scores,674,num__PC4_x_vbur_qvtot_min_delta,ligand
pc_scores,675,num__PC4_x_vbur_qvtot_min_vburminconf,ligand
pc_scores,676,num__PC4_x_vbur_qvtot_max_boltz,ligand
pc_scores,677,num__PC4_x_vbur_qvtot_max_min,ligand
pc_scores,678,num__PC4_x_vbur_qvtot_max_max,ligand
pc_scores,679,num__PC4_x_vbur_qvtot_max_delta,ligand
pc_scores,680,num__PC4_x_vbur_qvtot_max_vburminconf,ligand
pc_scores,681,num__PC4_x_vbur_max_delta_qvbur_boltz,ligand
pc_scores,682,num__PC4_x_vbur_max_delta_qvbur_min,ligand
pc_scores,683,num__PC4_x_vbur_max_delta_qvbur_max,ligand
pc_scores,684,num__PC4_x_vbur_max_delta_qvbur_delta,ligand
pc_scores,685,num__PC4_x_vbur_max_delta_qvbur_vburminconf,ligand
pc_scores,686,num__PC4_x_vbur_max_delta_qvtot_boltz,ligand
pc_scores,687,num__PC4_x_vbur_max_delta_qvtot_min,ligand
pc_scores,688,num__PC4_x_vbur_max_delta_qvtot_max,ligand
pc_scores,689,num__PC4_x_vbur_max_delta_qvtot_delta,ligand
pc_scores,690,num__PC4_x_vbur_max_delta_qvtot_vburminconf,ligand
pc_scores,691,num__PC4_x_vbur_ovbur_min_boltz,ligand
pc_scores,692,num__PC4_x_vbur_ovbur_min_min,ligand
pc_scores,693,num__PC4_x_vbur_ovbur_min_max,ligand
pc_scores,694,num__PC4_x_vbur_ovbur_min_delta,ligand
pc_scores,695,num__PC4_x_vbur_ovbur_min_vburminconf,ligand
pc_scores,696,num__PC4_x_vbur_ovbur_max_boltz,ligand
pc_scores,697,num__PC4_x_vbur_ovbur_max_min,ligand
pc_scores,698,num__PC4_x_vbur_ovbur_max_max,ligand
pc_scores,699,num__PC4_x_vbur_ovbur_max_delta,ligand
pc_scores,700,num__PC4_x_vbur_ovbur_max_vburminconf,ligand
pc_scores,701,num__PC4_x_vbur_ovtot_min_boltz,ligand
pc_scores,702,num__PC4_x_vbur_ovtot_min_min,ligand
pc_scores,703,num__PC4_x_vbur_ovtot_min_max,ligand
pc_scores,704,num__PC4_x_vbur_ovtot_min_delta,ligand
pc_scores,705,num__PC4_x_vbur_ovtot_min_vburminconf,ligand
pc_scores,706,num__PC4_x_vbur_ovtot_max_boltz,ligand
pc_scores,707,num__PC4_x_vbur_ovtot_max_min,ligand
pc_scores,708,num__PC4_x_vbur_ovtot_max_max,ligand
pc_scores,709,num__PC4_x_vbur_ovtot_max_delta,ligand
pc_scores,710,num__PC4_x_vbur_ovtot_max_vburminconf,ligand
pc_scores,711,num__PC4_x_vbur_near_vbur_boltz,ligand
pc_scores,712,num__PC4_x_vbur_near_vbur_min,ligand
pc_scores,713,num__PC4_x_vbur_near_vbur_max,ligand
pc_scores,714,num__PC4_x_vbur_near_vbur_delta,ligand
pc_scores,715,num__PC4_x_vbur_near_vbur_vburminconf,ligand
pc_scores,716,num__PC4_x_vbur_far_vbur_boltz,ligand
pc_scores,717,num__PC4_x_vbur_far_vbur_min,ligand
pc_scores,718,num__PC4_x_vbur_far_vbur_max,ligand
pc_scores,719,num__PC4_x_vbur_far_vbur_delta,ligand
pc_scores,720,num__PC4_x_vbur_far_vbur_vburminconf,ligand
pc_scores,721,num__PC4_x_vbur_near_vtot_boltz,ligand
pc_scores,722,num__PC4_x_vbur_near_vtot_min,ligand
pc_scores,723,num__PC4_x_vbur_near_vtot_max,ligand
pc_scores,724,num__PC4_x_vbur_near_vtot_delta,ligand
pc_scores,725,num__PC4_x_vbur_near_vtot_vburminconf,ligand
pc_scores,726,num__PC4_x_vbur_far_vtot_boltz,ligand
pc_scores,727,num__PC4_x_vbur_far_vtot_min,ligand
pc_scores,728,num__PC4_x_vbur_far_vtot_max,ligand
pc_scores,729,num__PC4_x_vbur_far_vtot_delta,ligand
pc_scores,730,num__PC4_x_vbur_far_vtot_vburminconf,ligand
pc_scores,731,num__PC4_x_sterimol_B1_boltz,ligand
pc_scores,732,num__PC4_x_sterimol_B1_min,ligand
pc_scores,733,num__PC4_x_sterimol_B1_max,ligand
pc_scores,734,num__PC4_x_sterimol_B1_delta,ligand
pc_scores,735,num__PC4_x_sterimol_B1_vburminconf,ligand
pc_scores,736,num__PC4_x_sterimol_B5_boltz,ligand
pc_scores,737,num__PC4_x_sterimol_B5_min,ligand
pc_scores,738,num__PC4_x_sterimol_B5_max,ligand
pc_scores,739,num__PC4_x_sterimol_B5_delta,ligand
pc_scores,740,num__PC4_x_sterimol_B5_vburminconf,ligand
pc_scores,741,num__PC4_x_sterimol_L_boltz,ligand
pc_scores,742,num__PC4_x_sterimol_L_min,ligand
pc_scores,743,num__PC4_x_sterimol_L_max,ligand
pc_scores,744,num__PC4_x_sterimol_L_delta,ligand
pc_scores,745,num__PC4_x_sterimol_L_vburminconf,ligand
pc_scores,746,num__PC4_x_sterimol_burB1_boltz,ligand
pc_scores,747,num__PC4_x_sterimol_burB1_min,ligand
pc_scores,748,num__PC4_x_sterimol_burB1_max,ligand
pc_scores,749,num__PC4_x_sterimol_burB1_delta,ligand
pc_scores,750,num__PC4_x_sterimol_burB1_vburminconf,ligand
pc_scores,751,num__PC4_x_sterimol_burB5_boltz,ligand
pc_scores,752,num__PC4_x_sterimol_burB5_min,ligand
pc_scores,753,num__PC4_x_sterimol_burB5_max,ligand
pc_scores,754,num__PC4_x_sterimol_burB5_delta,ligand
pc_scores,755,num__PC4_x_sterimol_burB5_vburminconf,ligand
pc_scores,756,num__PC4_x_sterimol_burL_boltz,ligand
pc_scores,757,num__PC4_x_sterimol_burL_min,ligand
pc_scores,758,num__PC4_x_sterimol_burL_max,ligand
pc_scores,759,num__PC4_x_sterimol_burL_delta,ligand
pc_scores,760,num__PC4_x_sterimol_burL_vburminconf,ligand
pc_scores,761,cat__aryl_halide_1-bromo-4-(trifluoromethyl)benzene,categorical
pc_scores,762,cat__aryl_halide_1-bromo-4-ethylbenzene,categorical
pc_scores,763,cat__aryl_halide_1-bromo-4-methoxybenzene,categorical
pc_scores,764,cat__aryl_halide_1-chloro-4-(trifluoromethyl)benzene,categorical
pc_scores,765,cat__aryl_halide_1-chloro-4-ethylbenzene,categorical
pc_scores,766,cat__aryl_halide_1-chloro-4-methoxybenzene,categorical
pc_scores,767,cat__aryl_halide_1-ethyl-4-iodobenzene,categorical
pc_scores,768,cat__aryl_halide_1-iodo-4-(trifluoromethyl)benzene,categorical
pc_scores,769,cat__aryl_halide_1-iodo-4-methoxybenzene,categorical
pc_scores,770,cat__aryl_halide_2-bromopyridine,categorical
pc_scores,771,cat__aryl_halide_2-chloropyridine,categorical
pc_scores,772,cat__aryl_halide_2-iodopyridine,categorical
pc_scores,773,cat__aryl_halide_3-bromopyridine,categorical
pc_scores,774,cat__aryl_halide_3-chloropyridine,categorical
pc_scores,775,cat__aryl_halide_3-iodopyridine,categorical
pc_scores,776,cat__base_BTMG,categorical
pc_scores,777,cat__base_MTBD,categorical
pc_scores,778,cat__base_P2Et,categorical
pc_scores,779,"cat__additive_3,5-dimethylisoxazole",categorical
pc_scores,780,cat__additive_3-methyl-5-phenylisoxazole,categorical
pc_scores,781,cat__additive_3-methylisoxazole,categorical
pc_scores,782,cat__additive_3-phenylisoxazole,categorical
pc_scores,783,cat__additive_4-phenylisoxazole,categorical
pc_scores,784,"cat__additive_5-(2,6-difluorophenyl)isoxazole",categorical
pc_scores,785,cat__additive_5-methyl-3-(1H-pyrrol-1-yl)isoxazole,categorical
pc_scores,786,cat__additive_5-methylisoxazole,categorical
pc_scores,787,cat__additive_5-phenylisoxazole,categorical
pc_scores,788,"cat__additive_N,N-dibenzylisoxazol-3-amine",categorical
pc_scores,789,"cat__additive_N,N-dibenzylisoxazol-5-amine",categorical
pc_scores,790,cat__additive_benzo[c]isoxazole,categorical
pc_scores,791,cat__additive_benzo[d]isoxazole,categorical
pc_scores,792,cat__additive_ethyl-3-methoxyisoxazole-5-carboxylate,categorical
pc_scores,793,cat__additive_ethyl-3-methylisoxazole-5-carboxylate,categorical
pc_scores,794,cat__additive_ethyl-5-methylisoxazole-3-carboxylate,categorical
pc_scores,795,cat__additive_ethyl-5-methylisoxazole-4-carboxylate,categorical
pc_scores,796,cat__additive_ethyl-isoxazole-3-carboxylate,categorical
pc_scores,797,cat__additive_ethyl-isoxazole-4-carboxylate,categorical
pc_scores,798,cat__additive_methyl-5-(furan-2-yl)isoxazole-3-carboxylate,categorical
pc_scores,799,cat__additive_methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate,categorical
pc_scores,800,cat__additive_methyl-isoxazole-5-carboxylate,categorical
rxnpredict_full,1,num__ligand_*C10_NMR_shift,rxnpredict
rxnpredict_full,2,num__ligand_*C10_electrostatic_charge,rxnpredict
rxnpredict_full,3,num__ligand_*C11_NMR_shift,rxnpredict
rxnpredict_full,4,num__ligand_*C11_electrostatic_charge,rxnpredict
rxnpredict_full,5,num__ligand_*C12_NMR_shift,rxnpredict
rxnpredict_full,6,num__ligand_*C12_electrostatic_charge,rxnpredict
rxnpredict_full,7,num__ligand_*C13_NMR_shift,rxnpredict
rxnpredict_full,8,num__ligand_*C13_electrostatic_charge,rxnpredict
rxnpredict_full,9,num__ligand_*C14_NMR_shift,rxnpredict
rxnpredict_full,10,num__ligand_*C14_electrostatic_charge,rxnpredict
rxnpredict_full,11,num__ligand_*C15_NMR_shift,rxnpredict
rxnpredict_full,12,num__ligand_*C15_electrostatic_charge,rxnpredict
rxnpredict_full,13,num__ligand_*C16_NMR_shift,rxnpredict
rxnpredict_full,14,num__ligand_*C16_electrostatic_charge,rxnpredict
rxnpredict_full,15,num__ligand_*C17_NMR_shift,rxnpredict
rxnpredict_full,16,num__ligand_*C17_electrostatic_charge,rxnpredict
rxnpredict_full,17,num__ligand_*C1_NMR_shift,rxnpredict
rxnpredict_full,18,num__ligand_*C1_electrostatic_charge,rxnpredict
rxnpredict_full,19,num__ligand_*C2_NMR_shift,rxnpredict
rxnpredict_full,20,num__ligand_*C2_electrostatic_charge,rxnpredict
rxnpredict_full,21,num__ligand_*C3_NMR_shift,rxnpredict
rxnpredict_full,22,num__ligand_*C3_electrostatic_charge,rxnpredict
rxnpredict_full,23,num__ligand_*C4_NMR_shift,rxnpredict
rxnpredict_full,24,num__ligand_*C4_electrostatic_charge,rxnpredict
rxnpredict_full,25,num__ligand_*C5_NMR_shift,rxnpredict
rxnpredict_full,26,num__ligand_*C5_electrostatic_charge,rxnpredict
rxnpredict_full,27,num__ligand_*C6_NMR_shift,rxnpredict
rxnpredict_full,28,num__ligand_*C6_electrostatic_charge,rxnpredict
rxnpredict_full,29,num__ligand_*C7_NMR_shift,rxnpredict
rxnpredict_full,30,num__ligand_*C7_electrostatic_charge,rxnpredict
rxnpredict_full,31,num__ligand_*C8_NMR_shift,rxnpredict
rxnpredict_full,32,num__ligand_*C8_electrostatic_charge,rxnpredict
rxnpredict_full,33,num__ligand_*C9_NMR_shift,rxnpredict
rxnpredict_full,34,num__ligand_*C9_electrostatic_charge,rxnpredict
rxnpredict_full,35,num__ligand_*H11_NMR_shift,rxnpredict
rxnpredict_full,36,num__ligand_*H11_electrostatic_charge,rxnpredict
rxnpredict_full,37,num__ligand_*H3_NMR_shift,rxnpredict
rxnpredict_full,38,num__ligand_*H3_electrostatic_charge,rxnpredict
rxnpredict_full,39,num__ligand_*H4_NMR_shift,rxnpredict
rxnpredict_full,40,num__ligand_*H4_electrostatic_charge,rxnpredict
rxnpredict_full,41,num__ligand_*H9_NMR_shift,rxnpredict
rxnpredict_full,42,num__ligand_*H9_electrostatic_charge,rxnpredict
rxnpredict_full,43,num__ligand_*P1_electrostatic_charge,rxnpredict
rxnpredict_full,44,num__ligand_V10_frequency,rxnpredict
rxnpredict_full,45,num__ligand_V10_intensity,rxnpredict
rxnpredict_full,46,num__ligand_V1_frequency,rxnpredict
rxnpredict_full,47,num__ligand_V1_intensity,rxnpredict
rxnpredict_full,48,num__ligand_V2_frequency,rxnpredict
rxnpredict_full,49,num__ligand_V2_intensity,rxnpredict
rxnpredict_full,50,num__ligand_V3_frequency,rxnpredict
rxnpredict_full,51,num__ligand_V3_intensity,rxnpredict
rxnpredict_full,52,num__ligand_V4_frequency,rxnpredict
rxnpredict_full,53,num__ligand_V4_intensity,rxnpredict
rxnpredict_full,54,num__ligand_V5_frequency,rxnpredict
rxnpredict_full,55,num__ligand_V5_intensity,rxnpredict
rxnpredict_full,56,num__ligand_V6_frequency,rxnpredict
rxnpredict_full,57,num__ligand_V6_intensity,rxnpredict
rxnpredict_full,58,num__ligand_V7_frequency,rxnpredict
rxnpredict_full,59,num__ligand_V7_intensity,rxnpredict
rxnpredict_full,60,num__ligand_V8_frequency,rxnpredict
rxnpredict_full,61,num__ligand_V8_intensity,rxnpredict
rxnpredict_full,62,num__ligand_V9_frequency,rxnpredict
rxnpredict_full,63,num__ligand_V9_intensity,rxnpredict
rxnpredict_full,64,num__ligand_dipole_moment,rxnpredict
rxnpredict_full,65,num__base_*N1_electrostatic_charge,rxnpredict
rxnpredict_full,66,num__base_E_HOMO,rxnpredict
rxnpredict_full,67,num__base_E_LUMO,rxnpredict
rxnpredict_full,68,num__base_dipole_moment,rxnpredict
rxnpredict_full,69,num__base_electronegativity,rxnpredict
rxnpredict_full,70,num__base_hardness,rxnpredict
rxnpredict_full,71,num__base_molecular_volume,rxnpredict
rxnpredict_full,72,num__base_molecular_weight,rxnpredict
rxnpredict_full,73,num__base_ovality,rxnpredict
rxnpredict_full,74,num__base_surface_area,rxnpredict
rxnpredict_full,75,num__aryl_halide_*C1_NMR_shift,rxnpredict
rxnpredict_full,76,num__aryl_halide_*C1_electrostatic_charge,rxnpredict
rxnpredict_full,77,num__aryl_halide_*C2_NMR_shift,rxnpredict
rxnpredict_full,78,num__aryl_halide_*C2_electrostatic_charge,rxnpredict
rxnpredict_full,79,num__aryl_halide_*C3_NMR_shift,rxnpredict
rxnpredict_full,80,num__aryl_halide_*C3_electrostatic_charge,rxnpredict
rxnpredict_full,81,num__aryl_halide_*C4_NMR_shift,rxnpredict
rxnpredict_full,82,num__aryl_halide_*C4_electrostatic_charge,rxnpredict
rxnpredict_full,83,num__aryl_halide_*H2_NMR_shift,rxnpredict
rxnpredict_full,84,num__aryl_halide_*H2_electrostatic_charge,rxnpredict
rxnpredict_full,85,num__aryl_halide_*H3_NMR_shift,rxnpredict
rxnpredict_full,86,num__aryl_halide_*H3_electrostatic_charge,rxnpredict
rxnpredict_full,87,num__aryl_halide_E_HOMO,rxnpredict
rxnpredict_full,88,num__aryl_halide_E_LUMO,rxnpredict
rxnpredict_full,89,num__aryl_halide_V1_frequency,rxnpredict
rxnpredict_full,90,num__aryl_halide_V1_intensity,rxnpredict
rxnpredict_full,91,num__aryl_halide_V2_frequency,rxnpredict
rxnpredict_full,92,num__aryl_halide_V2_intensity,rxnpredict
rxnpredict_full,93,num__aryl_halide_V3_frequency,rxnpredict
rxnpredict_full,94,num__aryl_halide_V3_intensity,rxnpredict
rxnpredict_full,95,num__aryl_halide_dipole_moment,rxnpredict
rxnpredict_full,96,num__aryl_halide_electronegativity,rxnpredict
rxnpredict_full,97,num__aryl_halide_hardness,rxnpredict
rxnpredict_full,98,num__aryl_halide_molecular_volume,rxnpredict
rxnpredict_full,99,num__aryl_halide_molecular_weight,rxnpredict
rxnpredict_full,100,num__aryl_halide_ovality,rxnpredict
rxnpredict_full,101,num__aryl_halide_surface_area,rxnpredict
rxnpredict_full,102,num__additive_*C3_NMR_shift,rxnpredict
rxnpredict_full,103,num__additive_*C3_electrostatic_charge,rxnpredict
rxnpredict_full,104,num__additive_*C4_NMR_shift,rxnpredict
rxnpredict_full,105,num__additive_*C4_electrostatic_charge,rxnpredict
rxnpredict_full,106,num__additive_*C5_NMR_shift,rxnpredict
rxnpredict_full,107,num__additive_*C5_electrostatic_charge,rxnpredict
rxnpredict_full,108,num__additive_*N1_electrostatic_charge,rxnpredict
rxnpredict_full,109,num__additive_*O1_electrostatic_charge,rxnpredict
rxnpredict_full,110,num__additive_E_HOMO,rxnpredict
rxnpredict_full,111,num__additive_E_LUMO,rxnpredict
rxnpredict_full,112,num__additive_V1_frequency,rxnpredict
rxnpredict_full,113,num__additive_V1_intensity,rxnpredict
rxnpredict_full,114,num__additive_dipole_moment,rxnpredict
rxnpredict_full,115,num__additive_electronegativity,rxnpredict
rxnpredict_full,116,num__additive_hardness,rxnpredict
rxnpredict_full,117,num__additive_molecular_volume,rxnpredict
rxnpredict_full,118,num__additive_molecular_weight,rxnpredict
rxnpredict_full,119,num__additive_ovality,rxnpredict
rxnpredict_full,120,num__additive_surface_area,rxnpredict
rxnpredict_full_ohe,1,num__ligand_*C10_NMR_shift,rxnpredict
rxnpredict_full_ohe,2,num__ligand_*C10_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,3,num__ligand_*C11_NMR_shift,rxnpredict
rxnpredict_full_ohe,4,num__ligand_*C11_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,5,num__ligand_*C12_NMR_shift,rxnpredict
rxnpredict_full_ohe,6,num__ligand_*C12_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,7,num__ligand_*C13_NMR_shift,rxnpredict
rxnpredict_full_ohe,8,num__ligand_*C13_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,9,num__ligand_*C14_NMR_shift,rxnpredict
rxnpredict_full_ohe,10,num__ligand_*C14_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,11,num__ligand_*C15_NMR_shift,rxnpredict
rxnpredict_full_ohe,12,num__ligand_*C15_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,13,num__ligand_*C16_NMR_shift,rxnpredict
rxnpredict_full_ohe,14,num__ligand_*C16_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,15,num__ligand_*C17_NMR_shift,rxnpredict
rxnpredict_full_ohe,16,num__ligand_*C17_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,17,num__ligand_*C1_NMR_shift,rxnpredict
rxnpredict_full_ohe,18,num__ligand_*C1_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,19,num__ligand_*C2_NMR_shift,rxnpredict
rxnpredict_full_ohe,20,num__ligand_*C2_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,21,num__ligand_*C3_NMR_shift,rxnpredict
rxnpredict_full_ohe,22,num__ligand_*C3_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,23,num__ligand_*C4_NMR_shift,rxnpredict
rxnpredict_full_ohe,24,num__ligand_*C4_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,25,num__ligand_*C5_NMR_shift,rxnpredict
rxnpredict_full_ohe,26,num__ligand_*C5_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,27,num__ligand_*C6_NMR_shift,rxnpredict
rxnpredict_full_ohe,28,num__ligand_*C6_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,29,num__ligand_*C7_NMR_shift,rxnpredict
rxnpredict_full_ohe,30,num__ligand_*C7_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,31,num__ligand_*C8_NMR_shift,rxnpredict
rxnpredict_full_ohe,32,num__ligand_*C8_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,33,num__ligand_*C9_NMR_shift,rxnpredict
rxnpredict_full_ohe,34,num__ligand_*C9_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,35,num__ligand_*H11_NMR_shift,rxnpredict
rxnpredict_full_ohe,36,num__ligand_*H11_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,37,num__ligand_*H3_NMR_shift,rxnpredict
rxnpredict_full_ohe,38,num__ligand_*H3_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,39,num__ligand_*H4_NMR_shift,rxnpredict
rxnpredict_full_ohe,40,num__ligand_*H4_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,41,num__ligand_*H9_NMR_shift,rxnpredict
rxnpredict_full_ohe,42,num__ligand_*H9_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,43,num__ligand_*P1_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,44,num__ligand_V10_frequency,rxnpredict
rxnpredict_full_ohe,45,num__ligand_V10_intensity,rxnpredict
rxnpredict_full_ohe,46,num__ligand_V1_frequency,rxnpredict
rxnpredict_full_ohe,47,num__ligand_V1_intensity,rxnpredict
rxnpredict_full_ohe,48,num__ligand_V2_frequency,rxnpredict
rxnpredict_full_ohe,49,num__ligand_V2_intensity,rxnpredict
rxnpredict_full_ohe,50,num__ligand_V3_frequency,rxnpredict
rxnpredict_full_ohe,51,num__ligand_V3_intensity,rxnpredict
rxnpredict_full_ohe,52,num__ligand_V4_frequency,rxnpredict
rxnpredict_full_ohe,53,num__ligand_V4_intensity,rxnpredict
rxnpredict_full_ohe,54,num__ligand_V5_frequency,rxnpredict
rxnpredict_full_ohe,55,num__ligand_V5_intensity,rxnpredict
rxnpredict_full_ohe,56,num__ligand_V6_frequency,rxnpredict
rxnpredict_full_ohe,57,num__ligand_V6_intensity,rxnpredict
rxnpredict_full_ohe,58,num__ligand_V7_frequency,rxnpredict
rxnpredict_full_ohe,59,num__ligand_V7_intensity,rxnpredict
rxnpredict_full_ohe,60,num__ligand_V8_frequency,rxnpredict
rxnpredict_full_ohe,61,num__ligand_V8_intensity,rxnpredict
rxnpredict_full_ohe,62,num__ligand_V9_frequency,rxnpredict
rxnpredict_full_ohe,63,num__ligand_V9_intensity,rxnpredict
rxnpredict_full_ohe,64,num__ligand_dipole_moment,rxnpredict
rxnpredict_full_ohe,65,num__base_*N1_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,66,num__base_E_HOMO,rxnpredict
rxnpredict_full_ohe,67,num__base_E_LUMO,rxnpredict
rxnpredict_full_ohe,68,num__base_dipole_moment,rxnpredict
rxnpredict_full_ohe,69,num__base_electronegativity,rxnpredict
rxnpredict_full_ohe,70,num__base_hardness,rxnpredict
rxnpredict_full_ohe,71,num__base_molecular_volume,rxnpredict
rxnpredict_full_ohe,72,num__base_molecular_weight,rxnpredict
rxnpredict_full_ohe,73,num__base_ovality,rxnpredict
rxnpredict_full_ohe,74,num__base_surface_area,rxnpredict
rxnpredict_full_ohe,75,num__aryl_halide_*C1_NMR_shift,rxnpredict
rxnpredict_full_ohe,76,num__aryl_halide_*C1_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,77,num__aryl_halide_*C2_NMR_shift,rxnpredict
rxnpredict_full_ohe,78,num__aryl_halide_*C2_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,79,num__aryl_halide_*C3_NMR_shift,rxnpredict
rxnpredict_full_ohe,80,num__aryl_halide_*C3_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,81,num__aryl_halide_*C4_NMR_shift,rxnpredict
rxnpredict_full_ohe,82,num__aryl_halide_*C4_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,83,num__aryl_halide_*H2_NMR_shift,rxnpredict
rxnpredict_full_ohe,84,num__aryl_halide_*H2_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,85,num__aryl_halide_*H3_NMR_shift,rxnpredict
rxnpredict_full_ohe,86,num__aryl_halide_*H3_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,87,num__aryl_halide_E_HOMO,rxnpredict
rxnpredict_full_ohe,88,num__aryl_halide_E_LUMO,rxnpredict
rxnpredict_full_ohe,89,num__aryl_halide_V1_frequency,rxnpredict
rxnpredict_full_ohe,90,num__aryl_halide_V1_intensity,rxnpredict
rxnpredict_full_ohe,91,num__aryl_halide_V2_frequency,rxnpredict
rxnpredict_full_ohe,92,num__aryl_halide_V2_intensity,rxnpredict
rxnpredict_full_ohe,93,num__aryl_halide_V3_frequency,rxnpredict
rxnpredict_full_ohe,94,num__aryl_halide_V3_intensity,rxnpredict
rxnpredict_full_ohe,95,num__aryl_halide_dipole_moment,rxnpredict
rxnpredict_full_ohe,96,num__aryl_halide_electronegativity,rxnpredict
rxnpredict_full_ohe,97,num__aryl_halide_hardness,rxnpredict
rxnpredict_full_ohe,98,num__aryl_halide_molecular_volume,rxnpredict
rxnpredict_full_ohe,99,num__aryl_halide_molecular_weight,rxnpredict
rxnpredict_full_ohe,100,num__aryl_halide_ovality,rxnpredict
rxnpredict_full_ohe,101,num__aryl_halide_surface_area,rxnpredict
rxnpredict_full_ohe,102,num__additive_*C3_NMR_shift,rxnpredict
rxnpredict_full_ohe,103,num__additive_*C3_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,104,num__additive_*C4_NMR_shift,rxnpredict
rxnpredict_full_ohe,105,num__additive_*C4_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,106,num__additive_*C5_NMR_shift,rxnpredict
rxnpredict_full_ohe,107,num__additive_*C5_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,108,num__additive_*N1_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,109,num__additive_*O1_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,110,num__additive_E_HOMO,rxnpredict
rxnpredict_full_ohe,111,num__additive_E_LUMO,rxnpredict
rxnpredict_full_ohe,112,num__additive_V1_frequency,rxnpredict
rxnpredict_full_ohe,113,num__additive_V1_intensity,rxnpredict
rxnpredict_full_ohe,114,num__additive_dipole_moment,rxnpredict
rxnpredict_full_ohe,115,num__additive_electronegativity,rxnpredict
rxnpredict_full_ohe,116,num__additive_hardness,rxnpredict
rxnpredict_full_ohe,117,num__additive_molecular_volume,rxnpredict
rxnpredict_full_ohe,118,num__additive_molecular_weight,rxnpredict
rxnpredict_full_ohe,119,num__additive_ovality,rxnpredict
rxnpredict_full_ohe,120,num__additive_surface_area,rxnpredict
rxnpredict_full_ohe,121,cat__aryl_halide_1-bromo-4-(trifluoromethyl)benzene,categorical
rxnpredict_full_ohe,122,cat__aryl_halide_1-bromo-4-ethylbenzene,categorical
rxnpredict_full_ohe,123,cat__aryl_halide_1-bromo-4-methoxybenzene,categorical
rxnpredict_full_ohe,124,cat__aryl_halide_1-chloro-4-(trifluoromethyl)benzene,categorical
rxnpredict_full_ohe,125,cat__aryl_halide_1-chloro-4-ethylbenzene,categorical
rxnpredict_full_ohe,126,cat__aryl_halide_1-chloro-4-methoxybenzene,categorical
rxnpredict_full_ohe,127,cat__aryl_halide_1-ethyl-4-iodobenzene,categorical
rxnpredict_full_ohe,128,cat__aryl_halide_1-iodo-4-(trifluoromethyl)benzene,categorical
rxnpredict_full_ohe,129,cat__aryl_halide_1-iodo-4-methoxybenzene,categorical
rxnpredict_full_ohe,130,cat__aryl_halide_2-bromopyridine,categorical
rxnpredict_full_ohe,131,cat__aryl_halide_2-chloropyridine,categorical
rxnpredict_full_ohe,132,cat__aryl_halide_2-iodopyridine,categorical
rxnpredict_full_ohe,133,cat__aryl_halide_3-bromopyridine,categorical
rxnpredict_full_ohe,134,cat__aryl_halide_3-chloropyridine,categorical
rxnpredict_full_ohe,135,cat__aryl_halide_3-iodopyridine,categorical
